deviceName,uptime,Impact,Evento_Fecha_Módulo
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:3w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
sec,1y:2w,NA,NA
sec,1y:2w,NO,Febrero: CRS-FP140
vpn,1y:2w,NA,NA
bb,1y:2w,NA,NA
bb,1y:2w,NA,NA
sec,1y:2w,NA,NA
sec,1y:2w,NA,NA
sec,1y:2w,NA,NA
vpn,1y:2w,NA,NA
sec,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
vpn,1y:2w,NA,NA
vpn,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
inet,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
sec,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
inet,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
ipdsl,1y:2w,NA,NA
