deviceName,node,productId,uptime,match
sec-mch-zamora-16,node0_7_CPU0,14X10GBE-WL-XFP,2:9:2:3,NA
sec-mch-zamora-16,node0_3_CPU0,14X10GBE-WL-XFP,2:9:2:3,NA
sec-mch-zamora-16,node0_2_CPU0,14X10GBE-WL-XFP,2:9:2:3,NA
sec-mch-zamora-16,node0_1_CPU0,14X10GBE-WL-XFP,2:9:2:3,NA
sec-mch-zamora-16,node0_0_CPU0,14X10GBE-WL-XFP,2:9:2:3,NA
sec-dgo-zarco-17,node0_SM1_SP,14X10GBE-WL-XFP,2:9:2:2,NA
sec-dgo-zarco-17,node0_SM0_SP,14X10GBE-WL-XFP,2:9:2:2,NA
sec-dgo-zarco-17,node0_SM3_SP,14X10GBE-WL-XFP,2:9:2:2,NA
sec-dgo-zarco-17,node0_SM2_SP,14X10GBE-WL-XFP,2:9:2:2,NA
sec-dgo-zarco-17,node0_4_CPU0,14X10GBE-WL-XFP,2:9:2:2,NA
sec-dgo-zarco-17,node0_2_CPU0,14X10GBE-WL-XFP,2:9:2:2,NA
sec-dgo-zarco-17,node0_1_CPU0,14X10GBE-WL-XFP,2:9:2:2,NA
sec-dgo-zarco-17,node0_RP0_CPU0,14X10GBE-WL-XFP,2:9:2:2,NA
sec-col-ctc-22,node0_SM0_SP,4X100GE-LO,2:9:2:1,NA
sec-col-ctc-22,node0_SM3_SP,4X100GE-LO,2:9:2:1,NA
sec-col-ctc-22,node0_SM2_SP,4X100GE-LO,2:9:2:1,NA
sec-col-ctc-22,node0_SM1_SP,4X100GE-LO,2:9:2:1,NA
sec-col-ctc-22,node0_6_CPU0,4X100GE-LO,2:9:2:1,NA
sec-col-ctc-22,node0_RP0_CPU0,4X100GE-LO,2:9:2:1,NA
sec-col-ctc-22,node0_7_CPU0,4X100GE-LO,2:9:2:1,NA
sec-zac-plata-20,node0_SM2_SP,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_SM3_SP,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_SM1_SP,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_SM0_SP,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_6_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_5_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_4_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_3_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_2_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_1_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_RP0_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-zac-plata-20,node0_7_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-tam-anaya-14,node0_SM3_SP,CPAK-100G-LR4,2:9:1:3,NA
sec-tam-anaya-14,node0_SM2_SP,CPAK-100G-LR4,2:9:1:3,NA
sec-tam-anaya-14,node0_SM0_SP,CPAK-100G-LR4,2:9:1:3,NA
sec-tam-anaya-14,node0_SM1_SP,CPAK-100G-LR4,2:9:1:3,NA
sec-tam-anaya-14,node0_7_CPU0,CPAK-100G-LR4,2:9:1:3,NA
sec-tam-anaya-14,node0_6_CPU0,CPAK-100G-LR4,2:9:1:3,NA
sec-tam-anaya-14,node0_5_CPU0,CPAK-100G-LR4,2:9:1:3,NA
sec-tam-anaya-14,node0_4_CPU0,CPAK-100G-LR4,2:9:1:3,NA
sec-ver-lerdo-20,node0_SM2_SP,CRS-8-PRP-12G,2:9:1:3,NA
sec-jal-ptovallarta-20,node0_SM2_SP,14X10GBE-WL-XFP,2:9:1:3,NA
sec-jal-ptovallarta-20,node0_SM3_SP,14X10GBE-WL-XFP,2:9:1:3,NA
sec-jal-ptovallarta-20,node0_SM1_SP,14X10GBE-WL-XFP,2:9:1:3,NA
sec-jal-ptovallarta-20,node0_SM0_SP,14X10GBE-WL-XFP,2:9:1:3,NA
sec-qro-corregidora-32,node0_SM2_SP,4X100GE-LO,2:9:1:3,NA
sec-qro-corregidora-32,node0_SM1_SP,4X100GE-LO,2:9:1:3,NA
sec-qro-corregidora-32,node0_SM3_SP,4X100GE-LO,2:9:1:3,NA
sec-qro-corregidora-32,node0_SM0_SP,4X100GE-LO,2:9:1:3,NA
sec-tam-anaya-14,node0_1_CPU0,CPAK-100G-LR4,2:9:1:3,NA
sec-tam-anaya-14,node0_0_CPU0,CPAK-100G-LR4,2:9:1:3,NA
sec-ver-lerdo-20,node0_SM0_SP,CRS-8-PRP-12G,2:9:1:3,NA
sec-ver-lerdo-20,node0_SM1_SP,CRS-8-PRP-12G,2:9:1:3,NA
sec-ver-lerdo-20,node0_SM3_SP,CRS-8-PRP-12G,2:9:1:3,NA
sec-ver-lerdo-20,node0_7_CPU0,CRS-8-PRP-12G,2:9:1:3,NA
sec-ver-lerdo-20,node0_3_CPU0,CRS-8-PRP-12G,2:9:1:3,NA
sec-jal-ptovallarta-20,node0_6_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-jal-ptovallarta-20,node0_1_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-qro-corregidora-32,node0_RP0_CPU0,4X100GE-LO,2:9:1:3,NA
sec-qro-corregidora-32,node0_5_CPU0,4X100GE-LO,2:9:1:3,NA
sec-qro-corregidora-32,node0_4_CPU0,4X100GE-LO,2:9:1:3,NA
sec-qro-corregidora-32,node0_3_CPU0,4X100GE-LO,2:9:1:3,NA
sec-qro-corregidora-32,node0_2_CPU0,4X100GE-LO,2:9:1:3,NA
sec-ver-lerdo-20,node0_RP1_CPU0,CRS-8-PRP-12G,2:9:1:3,NA
sec-ver-lerdo-20,node0_RP0_CPU0,CRS-8-PRP-12G,2:9:1:3,NA
sec-ver-lerdo-20,node0_4_CPU0,CRS-8-PRP-12G,2:9:1:3,NA
sec-ver-lerdo-20,node0_0_CPU0,CRS-8-PRP-12G,2:9:1:3,NA
sec-jal-ptovallarta-20,node0_RP1_CPU0,14X10GBE-WL-XFP,2:9:1:3,NA
sec-qro-corregidora-32,node0_RP1_CPU0,4X100GE-LO,2:9:1:3,NA
sec-qoo-kukulcan-28,node0_SM2_SP,CRS-8-PRP-12G,2:9:1:2,NA
sec-qoo-kukulcan-28,node0_SM0_SP,CRS-8-PRP-12G,2:9:1:2,NA
sec-qoo-kukulcan-28,node0_SM3_SP,CRS-8-PRP-12G,2:9:1:2,NA
sec-qoo-kukulcan-28,node0_SM1_SP,CRS-8-PRP-12G,2:9:1:2,NA
sec-qoo-kukulcan-28,node0_0_CPU0,CRS-8-PRP-12G,2:9:1:2,NA
sec-qoo-kukulcan-28,node0_3_CPU0,CRS-8-PRP-12G,2:9:1:2,NA
sec-qoo-kukulcan-28,node0_RP1_CPU0,CRS-8-PRP-12G,2:9:1:2,NA
sec-chi-centauro-12,node0_SM0_SP,CRS-8-PRP-12G,2:9:1:1,NA
sec-chi-centauro-12,node0_SM3_SP,CRS-8-PRP-12G,2:9:1:1,NA
sec-chi-centauro-12,node0_SM2_SP,CRS-8-PRP-12G,2:9:1:1,NA
sec-chi-centauro-12,node0_SM1_SP,CRS-8-PRP-12G,2:9:1:1,NA
sec-chi-centauro-12,node0_1_CPU0,CRS-8-PRP-12G,2:9:1:1,NA
sec-chi-centauro-12,node0_RP0_CPU0,CRS-8-PRP-12G,2:9:1:1,NA
sec-chi-centauro-12,node0_4_CPU0,CRS-8-PRP-12G,2:9:1:1,NA
sec-ver-pozarica-19,node0_SM3_SP,14X10GBE-WL-XFP,2:9:0:6,NA
sec-ver-pozarica-19,node0_SM2_SP,14X10GBE-WL-XFP,2:9:0:6,NA
sec-ver-pozarica-19,node0_SM1_SP,14X10GBE-WL-XFP,2:9:0:6,NA
sec-ver-pozarica-19,node0_SM0_SP,14X10GBE-WL-XFP,2:9:0:6,NA
sec-ver-pozarica-19,node0_6_CPU0,14X10GBE-WL-XFP,2:9:0:6,NA
sec-ver-pozarica-19,node0_RP1_CPU0,14X10GBE-WL-XFP,2:9:0:6,NA
sec-ver-pozarica-19,node0_2_CPU0,14X10GBE-WL-XFP,2:9:0:6,NA
sec-tam-madero-22,node0_SM1_SP,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-22,node0_SM0_SP,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-22,node0_SM3_SP,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-22,node0_RP1_CPU0,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-22,node0_7_CPU0,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-22,node0_6_CPU0,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-22,node0_2_CPU0,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-22,node0_1_CPU0,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-22,node0_RP0_CPU0,14X10GBE-WL-XFP,2:9:0:5,NA
sec-tam-madero-26,node0_SM3_SP,CPAK-100G-LR4,2:9:0:4,NA
sec-tam-madero-26,node0_SM0_SP,CPAK-100G-LR4,2:9:0:4,NA
sec-tam-madero-26,node0_SM1_SP,CPAK-100G-LR4,2:9:0:4,NA
sec-tam-madero-26,node0_SM2_SP,CPAK-100G-LR4,2:9:0:4,NA
sec-tam-madero-26,node0_1_CPU0,CPAK-100G-LR4,2:9:0:4,NA
