deviceName,node,productId,uptime_years,uptime_months,uptime_weeks,uptime_days,uptime_hours,match
ipdsl-qro-corregidora-38,node0_5_CPU0,XFP-10GLR-OC192SR,1,0,0,3,16,#REF!
ipdsl-qro-corregidora-38,node0_3_CPU0,XFP-10GLR-OC192SR,1,0,0,3,16,#REF!
ipdsl-qro-corregidora-38,node0_2_CPU0,XFP-10GLR-OC192SR,1,0,0,3,16,#REF!
ipdsl-qro-corregidora-38,node0_1_CPU0,XFP-10GLR-OC192SR,1,0,0,3,16,#REF!
ipdsl-qro-corregidora-38,node0_0_CPU0,XFP-10GLR-OC192SR,1,0,0,3,16,#REF!
ipdsl-qro-corregidora-38,node0_RSP1_CPU0,XFP-10GLR-OC192SR,1,0,0,3,16,#REF!
ipdsl-qro-corregidora-38,node0_RSP0_CPU0,XFP-10GLR-OC192SR,1,0,0,3,16,#REF!
ipdsl-qro-corregidora-38,node0_4_CPU0,XFP-10GLR-OC192SR,1,0,0,3,15,#REF!
inet-qro-corregidora-37,node0_4_CPU0,GLC-SX-MMD,1,0,0,2,22,#REF!
ipdsl-qoo-kukulcan-29,node0_5_CPU0,A9K-RSP880-LT-SE,1,0,0,2,18,#REF!
ipdsl-qoo-kukulcan-29,node0_4_CPU0,A9K-RSP880-LT-SE,1,0,0,2,18,#REF!
ipdsl-qoo-kukulcan-29,node0_2_CPU0,A9K-RSP880-LT-SE,1,0,0,2,18,#REF!
ipdsl-qoo-kukulcan-29,node0_1_CPU0,A9K-RSP880-LT-SE,1,0,0,2,18,#REF!
ipdsl-qoo-kukulcan-29,node0_0_CPU0,A9K-RSP880-LT-SE,1,0,0,2,18,#REF!
ipdsl-qoo-kukulcan-29,node0_RSP1_CPU0,A9K-RSP880-LT-SE,1,0,0,2,18,#REF!
ipdsl-qoo-kukulcan-29,node0_RSP0_CPU0,A9K-RSP880-LT-SE,1,0,0,2,18,#REF!
ipdsl-slp-alameda-38,node0_6_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-slp-alameda-38,node0_5_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-slp-alameda-38,node0_4_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-slp-alameda-38,node0_2_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-slp-alameda-38,node0_1_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-slp-alameda-38,node0_0_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-slp-alameda-38,node0_RSP0_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_7_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_6_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_5_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_4_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_3_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_2_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_1_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_0_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-yuc-yaxkin-30,node0_RSP1_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-mex-xochimilco-4,node0_5_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-mex-xochimilco-4,node0_4_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-mex-xochimilco-4,node0_3_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-mex-xochimilco-4,node0_2_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-mex-xochimilco-4,node0_1_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-mex-xochimilco-4,node0_0_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-mex-xochimilco-4,node0_RSP1_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-mex-xochimilco-4,node0_RSP0_CPU0,A9K-RSP440-SE,1,0,0,1,21,#REF!
ipdsl-slp-alameda-38,node0_RSP1_CPU0,A9K-RSP440-SE,1,0,0,1,20,#REF!
ipdsl-yuc-yaxkin-30,node0_RSP0_CPU0,A9K-RSP440-SE,1,0,0,1,20,#REF!
ipdsl-chs-tuxtla-31,node0_6_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-chs-tuxtla-31,node0_5_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-chs-tuxtla-31,node0_4_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-chs-tuxtla-31,node0_3_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-chs-tuxtla-31,node0_2_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-chs-tuxtla-31,node0_1_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-chs-tuxtla-31,node0_0_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-chs-tuxtla-31,node0_RSP1_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-chs-tuxtla-31,node0_RSP0_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-coa-monclova-16,node0_7_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-coa-monclova-16,node0_6_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-coa-monclova-16,node0_4_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-coa-monclova-16,node0_2_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-coa-monclova-16,node0_1_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-coa-monclova-16,node0_0_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
ipdsl-coa-monclova-16,node0_RSP1_CPU0,A9K-RSP440-SE,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_SM3_SP,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_SM2_SP,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_SM0_SP,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_SM1_SP,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_7_CPU0,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_5_CPU0,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_3_CPU0,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_2_CPU0,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
reg-gro-hidalgo-32,node0_1_CPU0,14X10GBE-WL-XFP,1,0,0,1,19,#REF!
ipdsl-yuc-plaza-46,node0_6_CPU0,A9K-RSP880-LT-SE,1,0,0,1,18,#REF!
ipdsl-yuc-plaza-46,node0_5_CPU0,A9K-RSP880-LT-SE,1,0,0,1,18,#REF!
ipdsl-yuc-plaza-46,node0_4_CPU0,A9K-RSP880-LT-SE,1,0,0,1,18,#REF!
ipdsl-yuc-plaza-46,node0_3_CPU0,A9K-RSP880-LT-SE,1,0,0,1,18,#REF!
ipdsl-yuc-plaza-46,node0_2_CPU0,A9K-RSP880-LT-SE,1,0,0,1,18,#REF!
ipdsl-yuc-plaza-46,node0_1_CPU0,A9K-RSP880-LT-SE,1,0,0,1,18,#REF!
ipdsl-yuc-plaza-46,node0_0_CPU0,A9K-RSP880-LT-SE,1,0,0,1,18,#REF!
ipdsl-nvl-mayo-89,node0_6_CPU0,A9K-RSP440-SE,1,0,0,1,18,#REF!
ipdsl-nvl-mayo-89,node0_5_CPU0,A9K-RSP440-SE,1,0,0,1,18,#REF!
ipdsl-nvl-mayo-89,node0_4_CPU0,A9K-RSP440-SE,1,0,0,1,18,#REF!
ipdsl-nvl-mayo-89,node0_3_CPU0,A9K-RSP440-SE,1,0,0,1,18,#REF!
ipdsl-nvl-mayo-89,node0_2_CPU0,A9K-RSP440-SE,1,0,0,1,18,#REF!
ipdsl-nvl-mayo-89,node0_1_CPU0,A9K-RSP440-SE,1,0,0,1,18,#REF!
ipdsl-nvl-mayo-89,node0_0_CPU0,A9K-RSP440-SE,1,0,0,1,18,#REF!
reg-gro-hidalgo-32,node0_RP1_CPU0,14X10GBE-WL-XFP,1,0,0,1,18,#REF!
reg-gro-hidalgo-32,node0_RP0_CPU0,14X10GBE-WL-XFP,1,0,0,1,18,#REF!
reg-gro-hidalgo-32,node0_6_CPU0,14X10GBE-WL-XFP,1,0,0,1,18,#REF!
reg-gro-hidalgo-32,node0_0_CPU0,14X10GBE-WL-XFP,1,0,0,1,18,#REF!
ipdsl-yuc-plaza-46,node0_RSP0_CPU0,A9K-RSP880-LT-SE,1,0,0,1,17,#REF!
ipdsl-nvl-mayo-89,node0_RSP1_CPU0,A9K-RSP440-SE,1,0,0,1,17,#REF!
ipdsl-nvl-mayo-89,node0_RSP0_CPU0,A9K-RSP440-SE,1,0,0,1,17,#REF!
ipdsl-jal-zapopan-5,node0_7_CPU0,A9K-RSP880-LT-SE,1,0,0,1,17,#REF!
ipdsl-jal-zapopan-5,node0_6_CPU0,A9K-RSP880-LT-SE,1,0,0,1,17,#REF!
ipdsl-jal-zapopan-5,node0_5_CPU0,A9K-RSP880-LT-SE,1,0,0,1,17,#REF!
ipdsl-jal-zapopan-5,node0_4_CPU0,A9K-RSP880-LT-SE,1,0,0,1,17,#REF!
ipdsl-jal-zapopan-5,node0_1_CPU0,A9K-RSP880-LT-SE,1,0,0,1,17,#REF!
ipdsl-yuc-plaza-46,node0_RSP1_CPU0,A9K-RSP880-LT-SE,1,0,0,1,16,#REF!
ipdsl-jal-zapopan-5,node0_3_CPU0,A9K-RSP880-LT-SE,1,0,0,1,16,#REF!
ipdsl-jal-zapopan-5,node0_2_CPU0,A9K-RSP880-LT-SE,1,0,0,1,16,#REF!
ipdsl-jal-zapopan-5,node0_RSP1_CPU0,A9K-RSP880-LT-SE,1,0,0,1,16,#REF!
ipdsl-jal-zapopan-5,node0_RSP0_CPU0,A9K-RSP880-LT-SE,1,0,0,1,16,#REF!
ipdsl-slp-colonias-5,node0_7_CPU0,A9K-RSP440-SE,1,0,0,1,16,#REF!
ipdsl-slp-colonias-5,node0_6_CPU0,A9K-RSP440-SE,1,0,0,1,16,#REF!
ipdsl-slp-colonias-5,node0_3_CPU0,A9K-RSP440-SE,1,0,0,1,16,#REF!
ipdsl-slp-colonias-5,node0_2_CPU0,A9K-RSP440-SE,1,0,0,1,16,#REF!
ipdsl-slp-colonias-5,node0_1_CPU0,A9K-RSP440-SE,1,0,0,1,16,#REF!
ipdsl-slp-colonias-5,node0_0_CPU0,A9K-RSP440-SE,1,0,0,1,16,#REF!
ipdsl-slp-colonias-5,node0_RSP1_CPU0,A9K-RSP440-SE,1,0,0,1,16,#REF!
ipdsl-mex-vallejo-115,node0_6_CPU0,A9K-RSP440-SE,1,0,0,0,20,#REF!
ipdsl-mex-vallejo-115,node0_5_CPU0,A9K-RSP440-SE,1,0,0,0,20,#REF!
ipdsl-mex-vallejo-115,node0_4_CPU0,A9K-RSP440-SE,1,0,0,0,20,#REF!
ipdsl-mex-vallejo-115,node0_3_CPU0,A9K-RSP440-SE,1,0,0,0,20,#REF!
ipdsl-mex-vallejo-115,node0_2_CPU0,A9K-RSP440-SE,1,0,0,0,20,#REF!
ipdsl-mex-vallejo-115,node0_1_CPU0,A9K-RSP440-SE,1,0,0,0,20,#REF!
ipdsl-mex-vallejo-115,node0_0_CPU0,A9K-RSP440-SE,1,0,0,0,20,#REF!
ipdsl-mex-vallejo-115,node0_RSP0_CPU0,A9K-RSP440-SE,1,0,0,0,20,#REF!
sec-dgo-zarco-21,node0_4_CPU0,CPAK-100G-LR4,1,0,0,0,19,#REF!
ipdsl-bcs-snjosecabo-20,node0_7_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_6_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_5_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_4_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_3_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_2_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_1_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_0_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_RSP0_CPU0,GLC-SX-MMD,1,0,0,0,18,#REF!
bup-nvl-mayo-63,node0_SM2_SP,14X10GBE-WL-XFP,1,0,0,0,18,#REF!
ipdsl-bcs-snjosecabo-20,node0_RSP1_CPU0,GLC-SX-MMD,1,0,0,0,17,#REF!
ipdsl-son-obregon-25,node0_6_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-son-obregon-25,node0_5_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-son-obregon-25,node0_4_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-son-obregon-25,node0_2_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-son-obregon-25,node0_1_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-son-obregon-25,node0_0_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-son-obregon-25,node0_RSP0_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-jal-zapopan-6,node0_6_CPU0,A9K-RSP880-LT-SE,1,0,0,0,17,#REF!
ipdsl-jal-zapopan-6,node0_5_CPU0,A9K-RSP880-LT-SE,1,0,0,0,17,#REF!
ipdsl-jal-zapopan-6,node0_4_CPU0,A9K-RSP880-LT-SE,1,0,0,0,17,#REF!
ipdsl-jal-zapopan-6,node0_1_CPU0,A9K-RSP880-LT-SE,1,0,0,0,17,#REF!
ipdsl-jal-zapopan-6,node0_0_CPU0,A9K-RSP880-LT-SE,1,0,0,0,17,#REF!
ipdsl-jal-zapopan-6,node0_RSP1_CPU0,A9K-RSP880-LT-SE,1,0,0,0,17,#REF!
ipdsl-jal-zapopan-6,node0_RSP0_CPU0,A9K-RSP880-LT-SE,1,0,0,0,17,#REF!
ipdsl-jal-ctg-74,node0_6_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-jal-ctg-74,node0_5_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-jal-ctg-74,node0_3_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-jal-ctg-74,node0_2_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-jal-ctg-74,node0_1_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-jal-ctg-74,node0_0_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-jal-ctg-74,node0_RSP1_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
ipdsl-jal-ctg-74,node0_RSP0_CPU0,A9K-RSP440-SE,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_RP1_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_RP0_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_SM3_SP,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_SM0_SP,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_SM1_SP,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_7_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_6_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_4_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_3_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_2_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_1_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
bup-nvl-mayo-63,node0_0_CPU0,14X10GBE-WL-XFP,1,0,0,0,17,#REF!
aplamo-la-onewilshire-22,node0_1_CPU0,A9K-RSP440-SE,0,9,4,1,17,#REF!
aplamo-la-onewilshire-22,node0_0_CPU0,A9K-RSP440-SE,0,9,4,1,17,#REF!
aplamo-la-onewilshire-22,node0_RSP1_CPU0,A9K-RSP440-SE,0,9,4,1,17,#REF!
aplamo-la-onewilshire-22,node0_RSP0_CPU0,A9K-RSP440-SE,0,9,4,1,17,#REF!
aplamo-lavict-polo-2,node0_0_CPU0,XFP-10GLR-OC192SR,0,9,4,1,17,#REF!
aplamo-la-onewilshire-22,node0_7_CPU0,A9K-RSP440-SE,0,9,4,1,16,#REF!
aplamo-lavict-polo-2,node0_RSP1_CPU0,XFP-10GLR-OC192SR,0,9,4,1,16,#REF!
aplamo-lavict-polo-2,node0_RSP0_CPU0,XFP-10GLR-OC192SR,0,9,4,1,16,#REF!
sec-hgo-revolucionp-23,node0_2_CPU0,CRS1-SIP-800,0,9,4,1,15,#REF!
ipdsl-tam-padremier-32,node0_7_CPU0,A9K-RSP880-LT-SE,0,9,4,0,19,#REF!
ipdsl-tam-padremier-32,node0_5_CPU0,A9K-RSP880-LT-SE,0,9,4,0,19,#REF!
ipdsl-tam-padremier-32,node0_4_CPU0,A9K-RSP880-LT-SE,0,9,4,0,19,#REF!
ipdsl-tam-padremier-32,node0_2_CPU0,A9K-RSP880-LT-SE,0,9,4,0,19,#REF!
ipdsl-tam-padremier-32,node0_1_CPU0,A9K-RSP880-LT-SE,0,9,4,0,19,#REF!
ipdsl-tam-padremier-32,node0_0_CPU0,A9K-RSP880-LT-SE,0,9,4,0,19,#REF!
aplamo-miami-americas-30,node0_2_CPU0,A9K-RSP440-SE,0,9,4,0,18,#REF!
aplamo-miami-americas-30,node0_1_CPU0,A9K-RSP440-SE,0,9,4,0,18,#REF!
aplamo-miami-americas-30,node0_0_CPU0,A9K-RSP440-SE,0,9,4,0,18,#REF!
aplamo-miami-americas-30,node0_RSP0_CPU0,A9K-RSP440-SE,0,9,4,0,18,#REF!
aplamo-riojan-alexandremck-16,node0_0_CPU0,XFP-10GLR-OC192SR,0,9,4,0,18,#REF!
aplamo-riojan-alexandremck-16,node0_RSP1_CPU0,XFP-10GLR-OC192SR,0,9,4,0,18,#REF!
aplamo-miami-americas-30,node0_7_CPU0,A9K-RSP440-SE,0,9,4,0,17,#REF!
aplamo-miami-americas-30,node0_RSP1_CPU0,A9K-RSP440-SE,0,9,4,0,17,#REF!
aplamo-riojan-alexandremck-16,node0_RSP0_CPU0,XFP-10GLR-OC192SR,0,9,4,0,17,#REF!
ipdsl-tam-padremier-32,node0_RSP1_CPU0,A9K-RSP880-LT-SE,0,9,4,0,17,#REF!
aplamo-saopau-penha-15,node0_0_CPU0,XFP-10GLR-OC192SR,0,9,3,3,22,#REF!
aplamo-saopau-penha-15,node0_RSP1_CPU0,XFP-10GLR-OC192SR,0,9,3,3,22,#REF!
aplamo-saopau-penha-15,node0_RSP0_CPU0,XFP-10GLR-OC192SR,0,9,3,3,22,#REF!
aplamo-baires-juangaray-10,node0_0_CPU0,XFP-10GLR-OC192SR,0,9,3,3,20,#REF!
vpntc-hgo-revolucionp-34,node0_4_CPU0,A9K-RSP440-SE,0,9,3,3,20,#REF!
vpntc-hgo-revolucionp-34,node0_3_CPU0,A9K-RSP440-SE,0,9,3,3,20,#REF!
vpntc-hgo-revolucionp-34,node0_2_CPU0,A9K-RSP440-SE,0,9,3,3,20,#REF!
vpntc-hgo-revolucionp-34,node0_1_CPU0,A9K-RSP440-SE,0,9,3,3,20,#REF!
vpntc-hgo-revolucionp-34,node0_0_CPU0,A9K-RSP440-SE,0,9,3,3,20,#REF!
vpntc-hgo-revolucionp-34,node0_RSP1_CPU0,A9K-RSP440-SE,0,9,3,3,20,#REF!
vpntc-hgo-revolucionp-34,node0_RSP0_CPU0,A9K-RSP440-SE,0,9,3,3,20,#REF!
aplamo-baires-juangaray-10,node0_RSP1_CPU0,XFP-10GLR-OC192SR,0,9,3,3,19,#REF!
aplamo-baires-juangaray-10,node0_RSP0_CPU0,XFP-10GLR-OC192SR,0,9,3,3,19,#REF!
sec-qro-corregidora-36,node0_RP0_CPU0,4X100GE-LO,0,9,3,2,15,#REF!
reg-mor-mirador-30,node0_4_CPU0,SFP-10G-LR,0,9,2,6,19,#REF!
sec-son-cortinez-17,node0_6_CPU0,CPAK-100G-LR4,0,9,2,4,18,#REF!
reg-gto-aztecas-30,node0_4_CPU0,4X100GE-LO,0,9,2,0,20,#REF!
sec-sin-losmochis-22,node0_7_CPU0,4X100GE-LO,0,9,2,0,19,#REF!
sec-sin-losmochis-18,node0_7_CPU0,4X100GE-LO,0,9,2,0,19,#REF!
ipdsl-nvl-anahuac-36,node0_7_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_6_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_5_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_4_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_3_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_2_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_1_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_0_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_RSP1_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
ipdsl-nvl-anahuac-36,node0_RSP0_CPU0,A9K-RSP880-LT-SE,0,9,1,6,18,#REF!
reg-ver-idelallave-27,node0_SM2_SP,4X100GE-LO,0,9,1,4,19,#REF!
vpnint-dallas-bryan-24,node0_RSP0_CPU0,GLC-LH-SMD,0,9,1,4,15,#REF!
bbint-miami-americas-20,node0_RP1_CPU0,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_RP0_CPU0,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_SM4_SP,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_SM5_SP,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_SM0_SP,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_SM1_SP,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_SM6_SP,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_SM2_SP,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_SM7_SP,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_SM3_SP,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_15_CPU0,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_14_CPU0,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_0_CPU0,CRS-16-PRP-12G,0,9,1,0,21,#REF!
bbint-miami-americas-20,node0_AM0_SP,CRS-16-PRP-12G,0,9,1,0,20,#REF!
bbint-miami-americas-20,node0_FC0_SP,CRS-16-PRP-12G,0,9,1,0,20,#REF!
bbint-miami-americas-20,node0_AM1_SP,CRS-16-PRP-12G,0,9,1,0,20,#REF!
bbint-miami-americas-20,node0_FC1_SP,CRS-16-PRP-12G,0,9,1,0,20,#REF!
bbint-miami-americas-20,node0_1_CPU0,CRS-16-PRP-12G,0,9,1,0,20,#REF!
ipdsl-qoo-kukulcan-29,node0_7_CPU0,A9K-RSP880-LT-SE,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_RP0_CPU0,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_SM2_SP,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_SM0_SP,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_SM3_SP,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_SM1_SP,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_7_CPU0,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_6_CPU0,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_5_CPU0,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_2_CPU0,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-nvl-triara-39,node0_1_CPU0,14X10GBE-WL-XFP,0,9,0,6,20,#REF!
reg-edo-cuautitlan-38,node0_RP1_CPU0,SFP-10G-LR,0,9,0,6,18,#REF!
reg-edo-cuautitlan-38,node0_RP0_CPU0,SFP-10G-LR,0,9,0,6,18,#REF!
reg-edo-cuautitlan-38,node0_SM2_SP,SFP-10G-LR,0,9,0,6,18,#REF!
reg-edo-cuautitlan-38,node0_SM0_SP,SFP-10G-LR,0,9,0,6,18,#REF!
reg-edo-cuautitlan-38,node0_SM1_SP,SFP-10G-LR,0,9,0,6,18,#REF!
reg-edo-cuautitlan-38,node0_7_CPU0,SFP-10G-LR,0,9,0,6,18,#REF!
reg-edo-cuautitlan-38,node0_3_CPU0,SFP-10G-LR,0,9,0,6,18,#REF!
reg-edo-cuautitlan-38,node0_2_CPU0,SFP-10G-LR,0,9,0,6,18,#REF!
reg-edo-cuautitlan-38,node0_0_CPU0,SFP-10G-LR,0,9,0,6,18,#REF!
ipdsl-tam-padremier-32,node0_6_CPU0,A9K-RSP880-LT-SE,0,9,0,4,19,#REF!
reg-nvl-santafe-25,node0_RP1_CPU0,14X10GBE-WL-XFP,0,9,0,4,19,#REF!
reg-nvl-santafe-25,node0_RP0_CPU0,14X10GBE-WL-XFP,0,9,0,4,19,#REF!
reg-nvl-santafe-25,node0_SM1_SP,14X10GBE-WL-XFP,0,9,0,4,19,#REF!
reg-nvl-santafe-25,node0_SM0_SP,14X10GBE-WL-XFP,0,9,0,4,19,#REF!
reg-nvl-santafe-25,node0_SM2_SP,14X10GBE-WL-XFP,0,9,0,4,19,#REF!
