deviceName,productId,uptime,Impact,match
bb,CPAK-100G-LR4,1y:8w,NA,NA
bb,CPAK-100G-LR4,1y:8w,NA,NA
bb,CPAK-100G-LR4,1y:8w,NA,NA
sec,CRS-8-PRP-12G,1y:8w,NA,NA
sec,CRS-8-PRP-12G,1y:8w,NA,NA
sec,CRS-8-PRP-12G,1y:8w,NA,NA
sec,CRS-8-PRP-12G,1y:8w,NA,NA
sec,CRS-8-PRP-12G,1y:8w,NA,NA
sec,CRS-8-PRP-12G,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
bup,14X10GBE-WL-XFP,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
vpn,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
vpn,SFP-10G-LR-S,1y:8w,NA,NA
vpn,SFP-10G-LR-S,1y:8w,NA,NA
vpn,SFP-10G-LR-S,1y:8w,NA,NA
vpn,SFP-10G-LR-S,1y:8w,NA,NA
vpn,SFP-10G-LR-S,1y:8w,NA,NA
vpn,SFP-10G-LR-S,1y:8w,NA,NA
bb,CPAK-100G-LR4,1y:8w,NA,NA
sec,14X10GBE-WL-XFP,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:8w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
sec,4X100GE-LO,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
inet,A9K-RSP440-SE,1y:7w,NA,NA
sec,14X10GBE-WL-XFP,1y:7w,NA,NA
